N-term, time, date, conId, Current Price, Changes in Price (%), Time Average Bid, Time Average Ask, Last Bid Price, Last Ask Price, Bid-Ask Spread, Average Bid-Ask Spread, Current Volume, Average Volume, Volume Condition, Bid-Ask Spread Condition, Last Traded Condition, Order
39,09:30:00,20230131,181764593,724.18,-0.25618423227370585,722.37,728.404,724.26,728.94,4.680000000000064,1.5123076923076926,5671,1842.28205128207,1,-1,0,
40,09:40:00,20230131,181764593,727.54,0.20660018731750318,726.016,730.403,726.95,729.61,2.659999999999968,1.591500000000002,1200,1938.00000000002,0,-1,0,
41,09:50:00,20230131,181764593,728.99,0.40631370172442915,728.46,731.721,728.98,731.39,2.409999999999968,1.617560975609757,4824,1920.00000000002,1,0,0,
42,10:00:00,20230131,181764593,729.13,0.42559638587406096,728.682,731.424,727.75,730.52,2.769999999999982,1.6364285714285716,1400,1989.14285714288,0,-1,0,
43,10:10:00,20230131,181764593,732.69,0.91592749710761,729.502,732.443,731.1,734.12,3.019999999999982,1.6627906976744182,992,1975.44186046514,0,-1,1,
44,10:20:00,20230131,181764593,732.7,0.9173048316897254,731.133,733.252,731.7,734.29,2.589999999999918,1.6936363636363627,1800,1953.09090909093,0,-1,0,
45,10:30:00,20230131,181764593,733.34,1.0054542449451915,731.863,733.493,732.25,733.78,1.5299999999999727,1.7135555555555528,2641,1949.68888888891,0,0,0,
46,10:40:00,20230131,181764593,734.75,1.19965842102364,732.881,734.502,734.02,734.71,0.6900000000000546,1.7095652173913012,2940,1964.71739130437,0,1,1,
47,10:50:00,20230131,181764593,734.51,1.1666023910528383,734.184,735.955,734.08,735.19,1.1100000000000136,1.68787234042553,1100,1985.4680851064,0,0,0,
48,11:00:00,20230131,181764593,735.21,1.2630158118010129,734.748,735.875,734.43,735.21,0.7800000000000864,1.6758333333333317,4140,1967.02083333335,1,1,0,
49,11:10:00,20230131,181764593,733.07,0.9682662112280435,732.702,734.128,732.34,733.66,1.3199999999999363,1.6575510204081634,2227,2011.36734693879,0,0,0,
50,11:20:00,20230131,181764593,732.16,0.8429287642554135,731.211,732.807,731.35,732.97,1.6200000000000045,1.6507999999999987,800,2015.68000000001,-1,0,0,
51,11:30:00,20230131,181764593,731.83,0.7974767230455729,731.623,733.014,731.05,732.26,1.2100000000000364,1.6501960784313714,1100,1991.84313725491,0,0,0,
52,11:40:00,20230131,181764593,733.98,1.0936036582006576,733.167,734.697,733.33,734.66,1.3299999999999272,1.6417307692307688,3864,1974.69230769232,1,0,0,
53,11:50:00,20230131,181764593,735.2,1.2616384772188973,734.601,735.657,734.84,735.49,0.6499999999999773,1.6358490566037718,3659,2010.33962264152,1,1,0,
54,12:00:00,20230131,181764593,732.72,0.9200595008539562,732.821,734.046,732.36,734.67,2.3099999999999454,1.6175925925925905,4714,2040.87037037038,1,0,-1,
55,12:10:00,20230131,181764593,733.18,0.9834168916313132,732.374,733.784,732.55,733.84,1.2900000000000773,1.630181818181815,2086,2089.47272727274,0,0,0,
56,12:20:00,20230131,181764593,734.01,1.097735661947004,733.383,734.71,733.6,734.7,1.1000000000000227,1.6241071428571412,900,2089.41071428573,-1,0,0,
57,12:30:00,20230131,181764593,735.66,1.3249958679962544,734.158,735.001,735.18,736.18,1,1.6149122807017533,6531,2068.54385964914,1,0,1,
58,12:40:00,20230131,181764593,735.16,1.2561291388904199,734.87,736.006,734.7,735.46,0.7599999999999909,1.604310344827585,1958,2145.48275862071,0,1,0,
59,12:50:00,20230131,181764593,735.46,1.29744917635393,734.36,735.157,734.17,735.89,1.7200000000000273,1.5899999999999987,1200,2142.30508474578,0,0,1,
60,13:00:00,20230131,181764593,735.87,1.3539198942207098,734.841,736.415,735.14,736.14,1,1.5921666666666658,745,2126.60000000002,-1,0,0,
61,13:10:00,20230131,181764593,736.95,1.5026720290893179,735.746,736.72,736.44,737.51,1.0699999999999363,1.5824590163934418,4006,2103.95081967215,1,0,1,
62,13:20:00,20230131,181764593,737.04,1.5150680403283565,736.217,737.283,736.22,737.06,0.8399999999999181,1.5741935483870948,4935,2134.62903225808,1,0,0,
63,13:30:00,20230131,181764593,736.68,1.4654839953721541,736.275,737.125,735.78,736.44,0.6600000000000819,1.5625396825396793,1521,2179.07936507938,0,1,0,
64,13:40:00,20230131,181764593,737.49,1.5770480965236138,736.405,737.329,737.14,737.94,0.8000000000000682,1.5484374999999981,1272,2168.79687500001,0,0,1,
65,13:50:00,20230131,181764593,739.06,1.793289625915925,737.547,738.591,738.38,739.05,0.6699999999999591,1.5369230769230762,1135,2155.00000000001,0,1,1,
66,14:00:00,20230131,181764593,739.18,1.809817640901326,738.325,739.484,738.46,739.75,1.2899999999999636,1.5237878787878776,822,2139.54545454546,-1,0,0,
67,14:10:00,20230131,181764593,737.89,1.6321414798082783,738.662,739.462,737.22,738.56,1.3399999999999181,1.520298507462685,1776,2119.88059701493,0,0,-1,
68,14:20:00,20230131,181764593,736.98,1.506804032835664,736.607,737.588,736.67,737.74,1.07000000000005,1.5176470588235265,2162,2114.82352941177,0,0,0,
69,14:30:00,20230131,181764593,736.34,1.418654619580198,736.259,737.416,736.61,737.79,1.17999999999995,1.5111594202898528,1586,2115.50724637682,0,0,0,
70,14:40:00,20230131,181764593,737.39,1.5632747507024438,736.634,737.674,736.7,738.12,1.419999999999959,1.5064285714285686,1240,2107.94285714287,0,0,0,
71,14:50:00,20230131,181764593,736.84,1.4875213486860324,736.183,737.332,736.17,736.9,0.7300000000000182,1.5052112676056304,1528,2095.71830985917,0,1,0,
72,15:00:00,20230131,181764593,737.11,1.5247093824031803,737.154,738.184,737.03,737.49,0.4600000000000364,1.4944444444444414,2804,2087.83333333335,0,1,-1,
73,15:10:00,20230131,181764593,735.95,1.364938570877649,735.931,736.756,734.47,735.69,1.2200000000000273,1.4802739726027372,1895,2097.64383561645,0,0,0,
74,15:20:00,20230131,181764593,735.64,1.3222411988320235,734.823,735.729,735.42,736.02,0.6000000000000227,1.4767567567567546,1878,2094.90540540542,0,1,0,
75,15:30:00,20230131,181764593,738.96,1.7795162800947708,737.43,738.169,738.7,739.21,0.5099999999999909,1.4650666666666647,8128,2092.01333333335,1,1,1,BUY
76,15:40:00,20230131,181764593,741.2,2.08803922648891,738.733,739.419,740.45,741.4,0.9499999999999318,1.4524999999999981,16902,2171.43421052633,1,0,1,
77,15:50:00,20230131,181764593,738.36,1.6968762051677664,738.127,738.989,738.36,738.51,0.14999999999997726,1.4459740259740232,58699,2362.74025974027,1,1,0,
78,09:30:00,20230201,181764593,735.06,1.24235579306925,733.609,737.724,733.08,737.07,3.990000000000009,1.4293589743589714,12758,3085.00000000001,1,-1,0,
79,09:40:00,20230201,181764593,734.65,1.18588507520247,733.527,737.327,733.68,737.02,3.340000000000032,1.4617721518987312,8159,3207.44303797469,1,-1,0,
80,09:50:00,20230201,181764593,732.74,0.9228141700181871,732.196,734.66,732.66,734.67,2.009999999999991,1.4852499999999975,8155,3269.33750000001,1,0,0,
81,10:00:00,20230201,181764593,730.82,0.6583659302517887,729.553,732.438,729.48,730.87,1.3899999999999864,1.4917283950617257,4581,3329.65432098766,0,0,0,
82,10:10:00,20230201,181764593,730.12,0.5619525095036143,729.459,731.188,729.23,731,1.7699999999999818,1.490487804878046,9589,3344.91463414635,1,0,0,
83,10:20:00,20230201,181764593,728.11,0.28510825849816124,728.266,729.858,727.63,728.58,0.9500000000000455,1.4938554216867441,3351,3420.14457831326,0,0,-1,
84,10:30:00,20230201,181764593,726.73,0.09503608616605898,726.645,727.807,726.34,727.31,0.9699999999999136,1.4873809523809502,4005,3419.32142857144,0,0,0,
85,10:40:00,20230201,181764593,726.44,0.05509338328468004,725.915,727.296,725.78,726.96,1.1800000000000637,1.4812941176470558,2100,3426.21176470589,0,0,0,
86,10:50:00,20230201,181764593,726.28,0.03305602997080176,725.523,727.046,725.49,727.1,1.6100000000000136,1.4777906976744164,8426,3410.79069767443,1,0,0,
87,11:00:00,20230201,181764593,727.01,0.13360145446532248,726.029,727.45,726.51,727.56,1.0499999999999545,1.4793103448275842,13193,3468.43678160921,1,0,0,
88,11:10:00,20230201,181764593,726.27,0.031678695388686326,725.633,726.963,725.78,726.84,1.0600000000000591,1.4744318181818157,6056,3578.9431818182,1,0,0,
89,11:20:00,20230201,181764593,727.08,0.14324279654014618,726.604,727.901,726.27,727.81,1.5399999999999636,1.4697752808988747,5893,3606.77528089889,1,0,0,
90,11:30:00,20230201,181764593,729.34,0.45452041209851635,727.704,728.837,728.52,729.74,1.2200000000000273,1.4705555555555534,2100,3632.17777777779,0,0,1,
91,11:40:00,20230201,181764593,729.85,0.5247644757864661,729.279,730.294,729.85,731.01,1.1599999999999682,1.467802197802196,7027,3615.34065934067,1,0,0,
92,11:50:00,20230201,181764593,730.08,0.5564431711751525,729.041,730.332,728.97,730.02,1.0499999999999545,1.4644565217391283,1700,3652.42391304349,-1,0,0,
93,12:00:00,20230201,181764593,729,0.40769103630654463,728.75,729.707,728.68,729.34,0.6600000000000819,1.4599999999999975,3100,3631.43010752689,0,1,0,
94,12:10:00,20230201,181764593,729.08,0.41870971296348375,728.254,729.857,728.75,729.89,1.1399999999999864,1.451489361702126,1737,3625.77659574469,-1,0,0,
95,12:20:00,20230201,181764593,729.31,0.45038840835215443,728.774,729.914,728.05,729.73,1.6800000000000637,1.4482105263157876,758,3605.89473684211,-1,0,0,
96,12:30:00,20230201,181764593,729.07,0.4173323783813683,728.15,729.322,727.97,729.62,1.6499999999999773,1.450624999999999,3143,3576.22916666667,0,0,0,
97,12:40:00,20230201,181764593,729.57,0.48619910748720274,728.523,729.628,728.28,729.66,1.3799999999999955,1.4526804123711328,1300,3571.76288659794,-1,0,0,
98,12:50:00,20230201,181764593,727.86,0.25067489394524406,727.769,728.892,726.97,728.09,1.1200000000000045,1.451938775510203,800,3548.58163265306,-1,0,0,
99,13:00:00,20230201,181764593,728.62,0.35535232218611107,727.494,728.466,728.22,729.07,0.8500000000000227,1.4485858585858575,1790,3520.81818181818,0,0,1,
100,13:10:00,20230201,181764593,726.78,0.10192275907663616,727.561,728.379,726.67,727.41,0.7400000000000091,1.4425999999999992,1833,3503.51,0,0,-1,
101,13:20:00,20230201,181764593,728.52,0.3415789763649411,727.085,728.083,727.78,728.59,0.8100000000000591,1.435643564356435,915,3486.9702970297,-1,0,1,
102,13:30:00,20230201,181764593,728.21,0.29888160431933125,727.921,729.078,727.22,728.76,1.5399999999999636,1.4295098039215686,1500,3461.75490196078,-1,0,0,
103,13:40:00,20230201,181764593,725.94,-0.013773345821154352,726.409,727.658,725.79,726.44,0.650000000000091,1.4305825242718442,1800,3442.70873786407,0,1,-1,
104,13:50:00,20230201,181764593,726.55,0.07024406368794983,725.441,726.464,725.13,726.35,1.2200000000000273,1.4230769230769236,1800,3426.91346153845,0,0,1,
105,14:00:00,20230201,181764593,725.07,-0.13360145446530683,723.303,725.593,724.4,727.09,2.6900000000000546,1.421142857142858,6437,3411.41904761904,1,-1,0,
106,14:10:00,20230201,181764593,726.28,0.03305602997080176,724.598,726.531,725.34,727.22,1.8799999999999955,1.433113207547171,4510,3439.96226415094,0,0,0,
107,14:20:00,20230201,181764593,725.22,-0.11294143573355962,725.499,726.993,724.78,726.24,1.4600000000000364,1.4372897196261696,3058,3449.96261682243,0,0,-1,
108,14:30:00,20230201,181764593,727.75,0.23552421354195863,722.071,724.5,726.48,729.95,3.4700000000000273,1.4375000000000018,9347,3446.33333333333,1,-1,1,
109,14:40:00,20230201,181764593,731.5,0.7520246818357166,729.306,731.66,730.7,732.65,1.9499999999999318,1.4561467889908277,2200,3500.46788990825,0,0,0,
110,14:50:00,20230201,181764593,732.16,0.8429287642554135,732.104,734.018,730.99,732.97,1.9800000000000182,1.460636363636365,3709,3488.64545454545,0,0,0,
111,15:00:00,20230201,181764593,736.08,1.3828439204451652,733.669,735.258,735.2,737.06,1.8599999999999,1.465315315315317,12975,3490.63063063063,1,0,1,
112,15:10:00,20230201,181764593,736.83,1.4861440141039168,735.824,737.068,736.29,737.04,0.75,1.4688392857142865,7947,3575.3125,1,0,0,
113,15:20:00,20230201,181764593,738.2,1.6748388518539037,736.593,737.475,737.63,738.73,1.1000000000000227,1.4624778761061954,4701,3614,0,0,1,
114,15:30:00,20230201,181764593,742.85,2.3152994325381604,739.678,740.574,740.79,741.89,1.1000000000000227,1.459298245614036,3500,3623.5350877193,0,0,1,
115,15:40:00,20230201,181764593,738.77,1.7533469230345462,740.196,741.263,737.56,739.09,1.5300000000000864,1.4561739130434794,3815,3622.46086956522,0,0,-1,
116,15:50:00,20230201,181764593,738.11,1.662442840614849,736.91,737.807,737.49,738.13,0.6399999999999864,1.456810344827588,17104,3624.12068965518,1,1,1,BUY
117,09:30:00,20230202,181764593,748.11,3.039777422731537,745.49,748.955,746.26,749.99,3.730000000000018,1.4498290598290615,6589,3739.33333333334,1,-1,0,
118,09:40:00,20230202,181764593,753.49,3.7807834279103143,749.002,751.528,752.62,753.49,0.8700000000000045,1.4691525423728833,12329,3763.48305084746,1,0,1,
119,09:50:00,20230202,181764593,754.04,3.8565368299267258,753.381,755.71,753.16,756.52,3.3600000000000136,1.4641176470588255,2518,3835.46218487395,0,-1,0,
120,10:00:00,20230202,181764593,750.79,3.4089030907388027,750.447,753.704,748.75,752.85,4.100000000000023,1.4799166666666688,1856,3824.48333333333,-1,-1,0,
121,10:10:00,20230202,181764593,754,3.851027491598264,750.473,752.712,753.77,756.05,2.2799999999999727,1.5015702479338864,10265,3808.21487603305,1,-1,1,
122,10:20:00,20230202,181764593,755.45,4.0507410060051905,754.536,756.591,755.06,755.93,0.8700000000000045,1.5079508196721332,1182,3861.13934426229,-1,0,0,
123,10:30:00,20230202,181764593,758.53,4.47496005729712,757.693,759.134,758.43,759.24,0.8100000000000591,1.5027642276422783,4756,3839.35772357723,0,0,0,
124,10:40:00,20230202,181764593,757.25,4.298661230786188,757.554,758.77,756.21,758.36,2.1499999999999773,1.497177419354841,2420,3846.74999999999,0,0,-1,
125,10:50:00,20230202,181764593,756.9,4.2504545204121005,755.992,757.62,756.2,757.51,1.3099999999999454,1.5024000000000022,21310,3835.33599999999,1,0,0,
126,11:00:00,20230202,181764593,758.68,4.495620076028867,756.472,758.089,757.64,758.84,1.2000000000000455,1.5008730158730177,5100,3974.0238095238,0,0,1,
127,11:10:00,20230202,181764593,758.17,4.425376012340918,756.718,758.61,757.39,758.94,1.5500000000000682,1.498503937007876,5730,3982.88976377952,0,0,0,
128,11:20:00,20230202,181764593,756.87,4.246322516665754,756.351,758.03,756.41,757.68,1.2699999999999818,1.4989062500000025,1762,3996.53906249999,-1,0,0,
129,11:30:00,20230202,181764593,757,4.264227866233271,756.15,757.498,756.29,758.03,1.740000000000009,1.497131782945739,9894,3979.21705426356,1,0,0,
130,11:40:00,20230202,181764593,756.03,4.130626411767948,755.661,757.516,755.03,756.91,1.8799999999999955,1.4990000000000026,5428,4024.71538461538,0,0,0,
131,11:50:00,20230202,181764593,756.11,4.141645088424887,755.749,757.195,756.03,757.58,1.5500000000000682,1.5019083969465674,2824,4035.42748091603,0,0,0,
132,12:00:00,20230202,181764593,756.58,4.206379813784376,756.118,757.276,756.33,757.16,0.8299999999999272,1.5022727272727303,3501,4026.25,0,0,0,
133,12:10:00,20230202,181764593,759.2,4.567241474298949,757.868,759.493,758.42,760,1.580000000000041,1.4972180451127843,2800,4022.3007518797,0,0,0,
134,12:20:00,20230202,181764593,759.19,4.565864139716832,757.85,759.231,758.37,759.45,1.080000000000041,1.4978358208955251,1601,4013.17910447761,-1,0,0,
135,12:30:00,20230202,181764593,759.06,4.547958790149301,758.374,759.837,758.37,759.84,1.4700000000000273,1.4947407407407438,2657,3995.31111111111,0,0,0,
136,12:40:00,20230202,181764593,759.07,4.549336124731432,758.37,759.925,758.37,759.9,1.5299999999999727,1.494558823529415,8023,3985.47058823529,1,0,0,
137,12:50:00,20230202,181764593,760.44,4.738030962481419,759.201,760.576,759.65,761.22,1.57000000000005,1.4948175182481782,4851,4014.94160583941,0,0,0,
138,13:00:00,20230202,181764593,760.31,4.720125612913887,760.261,761.863,759.54,761.16,1.6200000000000045,1.4953623188405831,3118,4020.99999999999,0,0,0,
139,13:10:00,20230202,181764593,759.86,4.658145556718645,759.268,760.469,758.79,760.03,1.240000000000009,1.4962589928057588,7067,4014.50359712229,1,0,0,
140,13:20:00,20230202,181764593,758.72,4.501129414357345,758.678,759.703,757.92,759.26,1.3400000000000318,1.4944285714285748,7540,4036.30714285713,1,0,0,
141,13:30:00,20230202,181764593,756.37,4.1774557875599205,756.887,758.385,755.5,757.23,1.7300000000000182,1.4933333333333367,2001,4061.15602836878,-1,0,-1,
142,13:40:00,20230202,181764593,756.87,4.246322516665754,755.841,757.669,756.15,757.53,1.3799999999999955,1.4950000000000034,1400,4046.64788732393,-1,0,0,
143,13:50:00,20230202,181764593,756.75,4.229794501680353,755.969,757.134,755.97,757.47,1.5,1.4941958041958077,2200,4028.13986013985,0,0,0,
144,14:00:00,20230202,181764593,754.86,3.9694782656603014,755.401,756.738,754.09,755.37,1.2799999999999727,1.4942361111111147,1363,4015.44444444443,-1,0,-1,
145,14:10:00,20230202,181764593,751.68,3.5314858685471857,751.289,752.779,751.27,752.82,1.5500000000000682,1.4927586206896584,2465,3997.15172413792,0,0,0,
146,14:20:00,20230202,181764593,751.89,3.560409894771641,751.041,752.751,751.26,752.53,1.2699999999999818,1.4931506849315106,1000,3986.65753424656,-1,0,0,
147,14:30:00,20230202,181764593,750.74,3.4020164178282255,749.99,751.571,749.68,751.24,1.5600000000000591,1.491632653061228,2505,3966.34013605441,0,0,0,
148,14:40:00,20230202,181764593,750.59,3.381356399096478,749.649,751.459,749.49,751.23,1.740000000000009,1.4920945945945985,3937,3956.4662162162,0,0,0,
149,14:50:00,20230202,181764593,749.44,3.2229629221530622,749.772,751.754,748.86,750.74,1.8799999999999955,1.4937583892617488,2699,3956.33557046978,0,0,-1,
150,15:00:00,20230202,181764593,748.96,3.1568508622114586,748.598,750.225,748.17,749.97,1.8000000000000682,1.496333333333337,4249,3947.95333333332,0,0,0,
151,15:10:00,20230202,181764593,747.86,3.0053440581786197,748.202,749.3,747.45,748.66,1.2099999999999227,1.4983443708609314,10422,3949.94701986754,1,0,-1,
152,15:20:00,20230202,181764593,747.78,2.994325381521681,747.454,748.941,746.71,748.92,2.2099999999999227,1.4964473684210564,12713,3992.52631578946,1,0,0,
153,15:30:00,20230202,181764593,749.31,3.2050575725855306,748.154,749.214,749.1,749.96,0.8600000000000136,1.5011111111111144,5472,4049.52287581698,0,0,1,
154,15:40:00,20230202,181764593,748.82,3.1375681780618265,748.084,749.099,748.51,750.83,2.32000000000005,1.4969480519480551,3953,4058.75974025973,0,-1,0,
155,15:50:00,20230202,181764593,752.98,3.710539364222364,750.619,751.739,751.88,752.98,1.1000000000000227,1.5022580645161325,20874,4058.07741935483,1,0,1,
156,09:30:00,20230203,181764593,739.65,1.8745523662608141,738.321,743.187,737.7,741.59,3.8899999999999864,1.499679487179491,5612,4165.87179487179,0,-1,0,
157,09:40:00,20230203,181764593,735.77,1.3401465483995396,738.744,742.423,734.49,739.33,4.840000000000032,1.51490445859873,5491,4175.08280254777,0,-1,-1,
158,09:50:00,20230203,181764593,733.99,1.0949809927827732,734.145,737.064,733.25,736.05,2.7999999999999545,1.5359493670886115,2361,4183.41139240506,0,-1,-1,
159,10:00:00,20230203,181764593,731.36,0.7327419976860848,730.955,733.202,730.58,732.42,1.8399999999999181,1.543899371069186,4132,4171.94968553459,0,0,0,
160,10:10:00,20230203,181764593,735.01,1.2354691201586727,732.989,735.305,732.6,735.3,2.699999999999932,1.5457500000000028,3200,4171.7,0,-1,0,
161,10:20:00,20230203,181764593,732.58,0.9007768167043245,732.795,735.469,730.28,733.26,2.980000000000018,1.5529192546583874,1200,4165.66459627329,-1,-1,-1,SELL
162,10:30:00,20230203,181764593,734.85,1.21343176684481,731.485,733.83,732.59,735.75,3.159999999999968,1.561728395061731,4088,4147.35802469136,0,-1,1,
163,10:40:00,20230203,181764593,733.74,1.0605476282298558,733.92,736.262,733.02,734.85,1.830000000000041,1.5715337423312907,2952,4146.99386503068,0,0,-1,
164,10:50:00,20230203,181764593,730.72,0.6445925844306186,730.392,732.103,730.6,731.81,1.2099999999999227,1.5731097560975635,12215,4139.70731707318,1,0,0,
165,11:00:00,20230203,181764593,732.58,0.9007768167043245,730.963,732.689,731.26,733.05,1.7899999999999636,1.570909090909093,4406,4188.64848484849,0,0,0,
166,11:10:00,20230203,181764593,732.33,0.8663434521514073,732.327,734.044,732.33,733.34,1.009999999999991,1.5722289156626523,3121,4189.95783132531,0,0,0,
167,11:20:00,20230203,181764593,731.9,0.8071180651203811,731.76,733.08,731.73,732.78,1.0499999999999545,1.5688622754491033,1200,4183.55688622755,-1,0,0,
168,11:30:00,20230203,181764593,731.38,0.7354966668503157,732.319,733.621,730.76,732,1.240000000000009,1.5657738095238107,4700,4165.79761904762,0,0,-1,
169,11:40:00,20230203,181764593,729.89,0.5302738141149279,730.262,731.2,728.42,729.99,1.57000000000005,1.563846153846155,5100,4168.95857988166,0,0,-1,
170,11:50:00,20230203,181764593,727.71,0.2300148752134969,727.783,729.22,727.23,728.1,0.8700000000000045,1.563882352941178,2050,4174.43529411765,-1,0,-1,
